PC1,PC2,cluster,cluster_label
-1.4544337366377869,-0.28621930225948217,2,低活跃型
-1.2932818180236554,-0.3127604815694945,2,低活跃型
-1.2561102929551051,-0.3432359454147647,2,低活跃型
-1.0949583743409737,-0.3697771247247771,2,低活跃型
-1.4297280299091673,-0.412055442175821,2,低活跃型
-1.3307708961759874,-0.44057025597216726,2,低活跃型
-1.2314045862264855,-0.4690720853311035,2,低活跃型
-1.3182134547035167,-0.5034818337116316,2,低活跃型
-1.4050223231805476,-0.5378915820921597,2,低活跃型
-1.3678507981119976,-0.5683670459374299,2,低活跃型
-1.0827184859522847,-0.5909739407121845,2,低活跃型
-1.9998583474098917,0.10798809324269669,2,低活跃型
-2.0244724310059707,0.07555197934850257,2,低活跃型
-1.9873009059374207,0.045076515503232335,2,低活跃型
-2.3897475744025165,1.0065270933108184,2,低活跃型
-2.4147708342149183,0.974077994979214,2,低活跃型
-2.439384917810998,0.94164188108502,2,低活跃型
-2.1542526056512847,0.9190349863102656,2,低活跃型
-1.7642717555261194,-0.137776267568389,2,低活跃型
-2.0181239468495544,0.860044708668649,2,低活跃型
-1.5659483118434376,-0.19479291072367155,2,低活跃型
-1.5287767867748874,-0.22526837456894175,2,低活跃型
-1.367624868160756,-0.2518095538789541,2,低活跃型
-1.3926481279731573,-0.2842586522105583,2,低活跃型
-1.355476602904607,-0.3147341160558285,2,低活跃型
-1.3183050778360568,-0.34520957990109874,2,低活跃型
-1.3429191614321363,-0.37764569379529284,2,低活跃型
-1.4297280299091673,-0.412055442175821,2,低活跃型
-1.392556504840617,-0.4425309060210912,2,低活跃型
-1.2314045862264855,-0.4690720853311035,2,低活跃型
-1.3804082395844683,-0.5054554681979656,2,低活跃型
-1.696046039572533,0.49040485799014844,2,低活跃型
-1.658874514503983,0.45992939414487827,2,低活跃型
-1.6834885981000622,0.4274932802506841,2,低活跃型
-2.5384336746767175,1.1284289486918992,2,低活跃型
-2.5012621496081673,1.097953484846629,2,低活跃型
-2.464090624539617,1.0674780210013588,2,低活跃型
-2.327961965737887,1.0084877433597421,2,低活跃型
-2.395638978634789,2.0122166386183724,2,低活跃型
-2.0674437371742536,0.9534447346907936,2,低活跃型
-1.8636380654756213,-0.10927443820945276,2,低活跃型
-1.8882521490717008,-0.1417105521036469,2,低活跃型
-1.9132754088841024,-0.1741596504352511,2,低活跃型
-1.8139090989346003,-0.20266147979418733,2,低活跃型
-2.129546898922665,0.7931988463939268,2,低活跃型
-2.092375373854115,0.7627233825486566,2,低活跃型
-2.1173986336665163,0.7302742842170523,2,低活跃型
-2.0180323237170144,0.7017724548581161,2,低活跃型
-1.9190751899838345,0.6732576410617698,2,低活跃型
-1.8819036649152843,0.6427821772164996,2,低活跃型
-1.6585569614202011,0.6182146323928212,2,低活跃型
-1.392556504840617,-0.4425309060210912,2,低活跃型
-1.4793653733176482,-0.4769406544016193,2,低活跃型
-1.3804082395844683,-0.5054554681979656,2,低活跃型
-1.4050223231805476,-0.5378915820921597,2,低活跃型
-1.7206601231686125,0.45796874409595434,2,低活跃型
-1.6834885981000622,0.4274932802506841,2,低活跃型
-2.755686673733761,-0.3757318803336083,2,低活跃型
-2.6567295400005815,-0.4042466941299546,2,低活跃型
-2.49557762138645,-0.43078787343996694,2,低活跃型
-2.9969814235847254,0.5591775181639657,2,低活跃型
-2.9598098985161756,0.5287020543186954,2,低活跃型
-2.6938094419365917,-0.5320434840952172,2,低活跃型
-2.6566379168680414,-0.5625189479404874,2,低活跃型
-2.557680783134862,-0.5910337617368338,2,低活跃型
-2.8733185831229267,0.4048265644512805,2,低活跃型
-2.8361470580543764,0.3743511006060103,2,低活跃型
-2.383971423048259,-0.6804865187863104,2,低活跃型
-2.4089946828606608,-0.7129356171179149,2,低活跃型
-2.3718231577921105,-0.7434110809631851,2,低活跃型
-1.9818423076669454,-1.8002223348418394,2,低活跃型
-2.0064563912630247,-1.8326584487360336,2,低活跃型
-1.9692848661944746,-1.8631339125813038,2,低活跃型
-2.0560937346715056,-1.897543660961832,2,低活跃型
-2.081116994483907,-1.929992759293436,2,低活跃型
-2.0439454694153567,-1.9604682231387063,2,低活跃型
-2.0067739443468064,-1.9909436869839765,2,低活跃型
-1.9696024192782566,-2.0214191508292467,2,低活跃型
-1.994216502874336,-2.053855264723441,2,低活跃型
-1.9570449778057857,-2.084330728568711,2,低活跃型
-2.1060486311637683,-2.120714111435573,2,低活跃型
-2.8987989228594717,-1.4178048085080242,2,低活跃型
-2.9238221826718735,-1.4502539068396283,2,低活跃型
-2.8866506576033233,-1.4807293706848985,2,低活跃型
-2.787284347653821,-1.5092312000438346,2,低活跃型
-2.6883272139206413,-1.5377460138401808,2,低活跃型
-2.651155688852091,-1.568221477685451,2,低活跃型
-2.613984163783541,-1.5986969415307213,2,低活跃型
-2.5768126387149906,-1.6291724053759915,2,低活跃型
-2.5396411136464403,-1.6596478692212617,2,低活跃型
-2.56425519724252,-1.692083983115456,2,低活跃型
-2.403103278628388,-1.7186251624254683,2,低活跃型
-2.3041461448952085,-1.7471399762218147,2,低活跃型
-2.204779834945706,-1.775641805580751,2,低活跃型
-2.043627916331575,-1.8021829848907633,2,低活跃型
-1.944670782598395,-1.8306977986871096,2,低活跃型
-1.845304472648893,-1.8591996280460459,2,低活跃型
-1.9321133411259244,-1.893609376426574,2,低活跃型
-1.9571366009383258,-1.9260584747581782,2,低活跃型
-1.981750684534405,-1.9584945886523724,2,低活跃型
-1.944579159465855,-1.9889700524976426,2,低活跃型
-1.9696024192782566,-2.0214191508292467,2,低活跃型
-1.994216502874336,-2.053855264723441,2,低活跃型
-1.8952593691411561,-2.082370078519787,2,低活跃型
-1.795893059191654,-2.1108719078787237,2,低活跃型
-2.4957799215922174,0.09225095510166512,2,低活跃型
-2.458608396523667,0.06177549125639489,2,低活跃型
-2.421436871455117,0.03130002741112467,2,低活跃型
-2.3842653463865666,0.0008245635658544534,2,低活跃型
-2.3470938213180164,-0.029650900279415773,2,低活跃型
-2.371707904914096,-0.06208701417360989,2,低活跃型
-2.272750771180916,-0.09060182796995622,2,低活跃型
-2.2355792461123656,-0.12107729181522645,2,低活跃型
-2.5512170461004304,0.8747830343728876,2,低活跃型
-2.51404552103188,0.8443075705276174,2,低活跃型
-2.47687399596333,0.8138321066823472,2,低活跃型
-2.377507686013828,0.785330277323411,2,低活跃型
-2.1545701587350665,0.7607497480623225,2,低活跃型
-2.1173986336665163,0.7302742842170523,2,低活跃型
-2.0180323237170144,0.7017724548581161,2,低活跃型
-1.9808607986484643,0.6712969910128459,2,低活跃型
-1.5290943398586692,-0.3835536128168847,2,低活跃型
-1.4297280299091673,-0.412055442175821,2,低活跃型
-1.5165368983861984,-0.4464651905563491,2,低活跃型
-1.6033457668632298,-0.48087493893687716,2,低活跃型
-1.5661742417946796,-0.5113504027821474,2,低活跃型
-1.6529831102717107,-0.5457601511626755,2,低活跃型
-1.554025976538531,-0.5742749649590219,2,低活跃型
-1.5168544514699807,-0.6047504288042921,2,低活跃型
-2.309604743165684,0.098158874123257,2,低活跃型
-2.3346280029780853,0.06570977579165278,2,低活跃型
-2.65026580296615,1.061570101979767,2,低活跃型
-2.4147708342149183,0.974077994979214,2,低活跃型
-2.377599309146368,0.9436025311339439,2,低活跃型
-2.1542526056512847,0.9190349863102656,2,低活跃型
-2.179275865463686,0.8865858879786613,2,低活跃型
-2.203889949059765,0.8541497740844672,2,低活跃型
-2.1049328153265856,0.8256349602881209,2,低活跃型
-2.0677612902580353,0.7951594964428507,2,低活跃型
-1.9683949803085337,0.7666576670839145,2,低活跃型
-1.9312234552399834,0.7361822032386443,2,低活跃型
-1.8940519301714331,0.705706739393374,2,低活跃型
-1.9808607986484643,0.6712969910128459,2,低活跃型
-2.129864452006447,0.6349136081459837,2,低活跃型
-2.0926929269378967,0.6044381443007135,2,低活跃型
-2.2843503333803805,1.604232755024086,2,低活跃型
-2.0610036298852967,1.5796652102004076,2,低活跃型
-2.333987676788861,1.5393475427982877,2,低活跃型
-2.1106409732937776,1.5147799979746093,2,低活跃型
-2.1356642331061795,1.4823308996430051,2,低活跃型
-2.036297923156677,1.4538290702840688,2,低活跃型
-2.5384336746767175,1.1284289486918992,2,低活跃型
-2.5634569344891194,1.095979850360295,2,低活跃型
-2.297456477909535,0.03523431194638256,2,低活跃型
-2.1859419027038847,-0.0561920795894281,2,低活跃型
-2.1487703776353344,-0.08666754343469832,2,低活跃型
-2.111598852566784,-0.11714300727996856,2,低活跃型
-2.0122325426172822,-0.1456448366389048,2,低活跃型
-2.0990414110943134,-0.1800545850194329,2,低活跃型
-1.8761038838155524,-0.20463511428052134,2,低活跃型
-1.8389323587470021,-0.23511057812579153,2,低活跃型
-1.925741227224033,-0.26952032650631963,2,低活跃型
-1.7023945237289495,-0.294087871329998,2,低活跃型
-1.7274177835413513,-0.32653696966160217,2,低活跃型
-1.7520318671374309,-0.35897308355579627,2,低活跃型
-1.590879948523299,-0.38551426286580864,2,低活跃型
-1.6159032083357006,-0.4179633611974129,2,低活跃型
-1.7027120768127317,-0.45237310957794097,2,低活跃型
-1.6655405517441815,-0.4828485734232112,2,低活跃型
-1.690154635340261,-0.5152846873174053,2,低活跃型
-1.6529831102717107,-0.5457601511626755,2,低活跃型
-1.6780063700841124,-0.5782092494942798,2,低活跃型
-1.7026204536801917,-0.6106453633884739,2,低活跃型
-2.4957799215922174,0.09225095510166512,2,低活跃型
-2.458608396523667,0.06177549125639489,2,低活跃型
-2.421436871455117,0.03130002741112467,2,低活跃型
-2.3842653463865666,0.0008245635658544534,2,低活跃型
-2.3470938213180164,-0.029650900279415773,2,低活跃型
-2.309922296249466,-0.060126364124686,2,低活跃型
-2.1487703776353344,-0.08666754343469832,2,低活跃型
-2.111598852566784,-0.11714300727996856,2,低活跃型
-2.1362129361628637,-0.14957912117416267,2,低活跃型
-2.161236195975265,-0.1820282195057669,2,低活跃型
-2.4146792110823783,0.8158057411686812,2,低活跃型
-2.2535272924682466,0.7892645618586689,2,低活跃型
-1.8635464423430814,-0.26754669201998565,2,低活跃型
-1.7023945237289495,-0.294087871329998,2,低活跃型
-1.6652229986603992,-0.3245633351752682,2,低活跃型
-1.5662658649272194,-0.3530781489716145,2,低活跃型
-1.5290943398586692,-0.3835536128168847,2,低活跃型
-1.6159032083357006,-0.4179633611974129,2,低活跃型
-1.5787316832671503,-0.44843882504268306,2,低活跃型
-1.6655405517441815,-0.4828485734232112,2,低活跃型
-1.6283690266756312,-0.5133240372684814,2,低活跃型
-1.7151778951526626,-0.5477337856490095,2,低活跃型
-1.6780063700841124,-0.5782092494942798,2,低活跃型
-1.5786400601346102,-0.606711078853216,2,低活跃型
-2.4335851367112653,0.0942245895879991,2,低活跃型
-2.458608396523667,0.06177549125639489,2,低活跃型
-2.421436871455117,0.03130002741112467,2,低活跃型
-2.3220705615056145,0.002798198052188448,2,低活跃型
-2.2477275113685145,-0.058152729638352,2,低活跃型
-2.024789984089753,-0.08273325889944043,2,低活跃型
-2.2355792461123656,-0.12107729181522645,2,低活跃型
-2.0122325426172822,-0.1456448366389048,2,低活跃型
-2.0372558024296836,-0.178093934970509,2,低活跃型
-1.8761038838155524,-0.20463511428052134,2,低活跃型
-1.9007179674116317,-0.23707122817471543,2,低活跃型
-1.7395660487974998,-0.26361240748472775,2,低活跃型
-1.7023945237289495,-0.294087871329998,2,低活跃型
-1.6034373899957697,-0.32260268512634427,2,低活跃型
-1.4422854713816382,-0.3491438644363566,2,低活跃型
-1.405113946313088,-0.3796193282816268,2,低活跃型
-1.4297280299091673,-0.412055442175821,2,低活跃型
-1.2685761112950358,-0.4385966214858333,2,低活跃型
-1.4793653733176482,-0.4769406544016193,2,低活跃型
-1.256427846038887,-0.5015211836627077,2,低活跃型
-1.2810419296349664,-0.5339572975569018,2,低活跃型
-1.5966797296230313,0.46190302863121224,2,低活跃型
-1.4977225958898512,0.43338821483486595,2,低活跃型
-2.217111346466935,-1.3961727357828109,2,低活跃型
-2.718515148665211,-0.40620734417887855,2,低活跃型
-2.6813436235966606,-0.43668280802414877,2,低活跃型
-2.5201917049825293,-0.463223987334161,2,低活跃型
-2.483020179913979,-0.4936994511794312,2,低活跃型
-2.0930393297888137,-1.5505107050580855,2,低活跃型
-2.3038285918114263,-1.5888547379738716,2,低活跃型
-2.080891064532665,-1.6134352672349601,2,低活跃型
-2.2916803265552774,-1.651779300150746,2,低活跃型
-2.130528407941146,-1.6783204794607582,2,低活跃型
-2.031162097991644,-1.7068223088196945,2,低活跃型
-1.9939905729230938,-1.737297772664965,2,低活跃型
-1.8328386543089623,-1.7638389519749773,2,低活跃型
-1.6716867356948306,-1.7903801312849896,2,低活跃型
-1.5105348170806991,-1.816921310595002,2,低活跃型
-1.7021922235231828,-0.8171266998716302,2,低活跃型
-1.6032350897900027,-0.8456415136679766,2,低活跃型
-1.690043958267034,-0.8800512620485046,2,低活跃型
-1.7146580418631132,-0.9124873759426988,2,低活跃型
-1.6157009081299334,-0.941002189739045,2,低活跃型
-1.5785293830613831,-0.9714776535843153,2,低活跃型
-1.5413578579928329,-1.0019531174295855,2,低活跃型
-1.441991548043331,-1.0304549467885216,2,低活跃型
-1.175991091463747,-2.091200485202434,2,低活跃型
-1.9691505593757728,-1.388304166712295,2,低活跃型
-2.0559594278528035,-1.4227139150928232,2,低活跃型
-1.9565931179033018,-1.4512157444517593,2,低活跃型
-1.9816163777157032,-1.4836648427833634,2,低活跃型
-2.0062304613117825,-1.5161009566775574,2,低活跃型
-2.3218682612998474,-0.5202406304894436,2,低活跃型
-2.284696736231297,-0.5507160943347138,2,低活跃型
-2.43370038958928,-0.5870994772015758,2,低活跃型
-2.0437195394641146,-1.6439107310802303,2,低活跃型
-2.0065480143955643,-1.6743861949255006,2,低活跃型
-1.9693764893270143,-1.7048616587707708,2,低活跃型
-1.8700101793775123,-1.733363488129707,2,低活跃型
-1.895033439189914,-1.7658125864613115,2,低活跃型
-1.795667129240412,-1.7943144158202475,2,低活跃型
-1.5727296019616508,-1.818894945081336,2,低活跃型
-1.659538470438682,-1.8533046934618642,2,低活跃型
-1.6841525540347613,-1.8857408073560582,2,低活跃型
-1.7091758138471627,-1.9181899056876626,2,低活跃型
-1.6720042887786124,-1.9486653695329328,2,低活跃型
-1.696618372374692,-1.9811014834271268,2,低活跃型
-1.6594468473061417,-2.011576947272397,2,低活跃型
-1.6222753222375914,-2.0420524111176674,2,低活跃型
-1.8761275135610267,-1.0442314348806294,2,低活跃型
-1.7767612036115248,-1.0727332642395655,2,低活跃型
-2.755686673733761,-0.3757318803336083,2,低活跃型
-2.718515148665211,-0.40620734417887855,2,低活跃型
-2.8053240171422424,-0.4406170925594066,2,低活跃型
-2.7063668834090624,-0.46913190635575286,2,低活跃型
-2.6070005734595605,-0.4976337357146891,2,低活跃型
-2.5698290483910102,-0.5281091995599593,2,低活跃型
-2.594852308203412,-0.5605582978915635,2,低活跃型
-2.557680783134862,-0.5910337617368338,2,低活跃型
-2.6444896516118925,-0.6254435101173619,2,低活跃型
-2.6073181265433423,-0.6559189739626321,2,低活跃型
-2.570146601474792,-0.6863944378079023,2,低活跃型
-2.5329750764062418,-0.7168699016531728,2,低活跃型
-2.3096283729111584,-0.7414374464768511,2,低活跃型
-2.272456847842608,-0.7719129103221213,2,低活跃型
-2.1734997141094285,-0.8004277241184676,2,低活跃型
-2.1363281890408783,-0.8309031879637379,2,低活跃型
-2.099156663972328,-0.8613786518090081,2,低活跃型
-1.7709614225117924,-1.9201505557365863,2,低活跃型
-2.2105796160454387,-0.9282245140837303,2,低活跃型
-2.464431807368874,0.06959646215330784,2,低活跃型
-2.551240675845905,0.035186713772779724,2,低活跃型
-2.5140691507773547,0.004711249927509511,2,低活跃型
-2.600878019254386,-0.029698498453018606,2,低活跃型
-2.501511709304884,-0.05820032781195484,2,低活跃型
-2.1545701587350665,0.7607497480623225,2,低活跃型
-2.0552038487855646,0.7322479187033863,2,低活跃型
-1.8940519301714331,0.705706739393374,2,低活跃型
-1.8568804051028829,0.6752312755481038,2,低活跃型
-1.8197088800343326,0.6447558117028336,2,低活跃型
-1.7825373549657824,0.6142803478575634,2,低活跃型
-1.745365829897232,0.5838048840122931,2,低活跃型
-1.7081943048286818,0.5533294201670229,2,低活跃型
-1.4852567775499208,0.5287488909059345,2,低活跃型
-1.5720656460269518,0.49433914252540634,2,低活跃型
-1.4726993360774498,0.46583731316647015,2,低活跃型
-1.37374220234427,0.4373224993701238,2,低活跃型
-2.2286872789209253,1.1382581678113388,2,低活跃型
-2.730091081119201,2.1282235594152716,2,低活跃型
-2.6929195560506507,2.0977480955700014,2,低活跃型
-2.6185765059135506,2.036797167879461,2,低活跃型
-2.104615262242804,0.9839201985360637,2,低活跃型
-2.0674437371742536,0.9534447346907936,2,低活跃型
-2.0302722121057033,0.9229692708455234,2,低活跃型
-1.9931006870371533,0.8924938070002532,2,低活跃型
-1.955929161968603,0.8620183431549829,2,低活跃型
-1.856972028235423,0.8335035293586367,2,低活跃型
-1.6958201096212915,0.8069623500486244,2,低活跃型
-1.5964537996717896,0.7784605206896881,2,低活跃型
-0.83453176890988,-0.2665478795831927,2,低活跃型
-0.7973602438413298,-0.2970233434284629,2,低活跃型
-0.7601887187727796,-0.32749880727373315,2,低活跃型
-0.7852119785851812,-0.3599479056053374,2,低活跃型
-0.9960012406077936,-0.39829193852112343,2,低活跃型
-1.0206153242038731,-0.43072805241531753,2,低活跃型
-1.107424192680904,-0.4651378007958456,2,低活跃型
-1.0084670589477243,-0.49365261459219195,2,低活跃型
-1.0330811425438036,-0.5260887284863861,2,低活跃型
-0.9341240088106239,-0.5546035422827323,2,低活跃型
-1.020932877287655,-0.5890132906632605,2,低活跃型
-2.061643956074521,0.10602744319377279,2,低活跃型
-1.83870642879576,0.08144691393268436,2,低活跃型
-1.8015349037272097,0.050971450087414126,2,低活跃型
-1.8261489873232892,0.018535336193220016,2,低活跃型
-1.7889774622547392,-0.011940127652050214,2,低活跃型
-1.8757863307317701,-0.04634987603257833,2,低活跃型
-1.9008095905441715,-0.07879897436418254,2,低活跃型
-1.8636380654756213,-0.10927443820945276,2,低活跃型
-1.826466540407071,-0.13974990205472299,2,低活跃型
-2.079909555514184,0.8580840586197251,2,低活跃型
-1.689928705389019,-0.19872719525892946,2,低活跃型
-1.819800503166873,0.8030280655133665,2,低活跃型
-1.53466819100716,0.780421170738612,2,低活跃型
-1.6832626681488208,0.74405077230916,2,低活跃型
-1.5843055344156407,0.7155359585128137,2,低活跃型
-1.484939224466139,0.6870341291538774,2,低活跃型
-1.5099624842785404,0.6545850308222733,2,低活跃型
-1.4105961743290385,0.626083201463337,2,低活跃型
-1.6213854363516509,0.5877391685475509,2,低活跃型
-1.355384979772067,-0.4730063698663614,2,低活跃型
-1.609237171095502,0.5248146063706766,2,低活跃型
-1.6338512546915813,0.4923784924764824,2,低活跃型
-1.658874514503983,0.45992939414487827,2,低活跃型
-1.6217029894354327,0.42945393029960804,2,低活跃型
-2.414453281131136,1.1323632332271572,2,低活跃型
-2.377281756062586,1.101887769381887,2,低活跃型
-2.631133947386021,2.0997087456189254,2,低活跃型
-2.717942815863052,2.065298997238397,2,低活跃型
-2.141786787311354,1.0143956623813342,2,低活跃型
-1.9997667242773516,-0.05028416056783622,2,低活跃型
-1.9008095905441715,-0.07879897436418254,2,低活跃型
-1.987618459021203,-0.11320872274471067,2,低活跃型
-1.9504469339526527,-0.1436841865899809,2,低活跃型
-1.9132754088841024,-0.1741596504352511,2,低活跃型
-1.937889492480182,-0.20659576432944524,2,低活跃型
-1.8389323587470021,-0.23511057812579153,2,低活跃型
-1.8017608336784519,-0.2655860419710617,2,低活跃型
-1.8885697021554828,-0.29999579035158985,2,低活跃型
-1.8513981770869326,-0.3304712541968601,2,低活跃型
-1.938207045563964,-0.3648810025773882,2,低活跃型
-1.8388407356144618,-0.3933828319363244,2,低活跃型
-1.8638639954268634,-0.4258319302679287,2,低活跃型
-1.8266924703583132,-0.45630739411319887,2,低活跃型
-1.8513065539543925,-0.48874350800739297,2,低活跃型
-1.9381154224314237,-0.5231532563879211,2,低活跃型
-1.9009438973628734,-0.5536287202331913,2,低活跃型
-2.049947550720856,-0.5900121031000534,2,低活跃型
-1.9505812407713543,-0.6185139324589897,2,低活跃型
-3.084974101286005,-1.423712727529616,2,低活跃型
-3.524592294819651,-0.43178668587675983,2,低活跃型
-3.3634403762055194,-0.4583278651867722,2,低活跃型
-3.326268851136969,-0.4888033290320423,2,低活跃型
-3.3508829347330487,-0.5212394429262365,2,低活跃型
-3.214754275931319,-0.5802297205678529,2,低活跃型
-2.8865590344707828,-1.6390016244954313,2,低活跃型
-2.9115822942831846,-1.6714507228270354,2,低活跃型
-2.750430375669053,-1.6979919021370478,2,低活跃型
-2.9420877821115363,-0.698197291413676,2,低活跃型
-2.8427214721620344,-0.7266991207726125,2,低活跃型
-2.6815695535479027,-0.7532403000826248,2,低活跃型
-2.043627916331575,-1.8021829848907633,2,低活跃型
-2.130436784808606,-1.8365927332712915,2,低活跃型
-2.031479651075426,-1.8651075470676377,2,低活跃型
-2.0560937346715056,-1.897543660961832,2,低活跃型
-1.7709614225117924,-1.9201505557365863,2,低活跃型
-2.167925862960938,-1.9644025076739642,2,低活跃型
-2.0685595530114362,-1.9929043370329005,2,低活跃型
-2.1553684214884674,-2.0273140854134284,2,低活跃型
-1.994216502874336,-2.053855264723441,2,低活跃型
-1.7712789755955745,-2.0784357939845295,2,低活跃型
-2.0438538462828166,-2.118740476949239,2,低活跃型
-2.8987989228594717,-1.4178048085080242,2,低活跃型
-2.8616273977909215,-1.4482802723532944,2,低活跃型
-2.8866506576033233,-1.4807293706848985,2,低活跃型
-2.849479132534773,-1.5112048345301685,2,低活跃型
-3.065750622573336,-0.5438463377009909,2,低活跃型
-3.0285790975047857,-0.5743218015462611,2,低活跃型
-2.514617853834039,-1.6271987708896576,2,低活跃型
-2.60142672231107,-1.6616085192701857,2,低活跃型
-2.56425519724252,-1.692083983115456,2,低活跃型
