season,yr,mnth,hr,holiday,weekday,workingday,weathersit,atemp,hum,windspeed,cnt,time_period,hr_sin,hr_cos,mnth_sin,mnth_cos,wek_sin,wek_cos,seas_sin,seas_cos,hr_workingday,temp_hum,season_hr,cnt_log,cluster,cluster_label
1,0,1,0,0,0,0,2,0.4545,0.88,0.2985,17,1,0.0,1.0,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.05454,0,2.8903717578961645,2,低活跃型
1,0,1,1,0,0,0,2,0.4394,0.94,0.2537,17,1,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.026364,1,2.8903717578961645,2,低活跃型
1,0,1,2,0,0,0,2,0.4242,1.0,0.2836,9,1,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.0,2,2.302585092994046,2,低活跃型
1,0,1,3,0,0,0,2,0.4545,0.94,0.194,6,1,0.7071067811865475,0.7071067811865476,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.02727,3,1.9459101490553128,2,低活跃型
1,0,1,4,0,0,0,2,0.4545,0.94,0.194,3,1,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.02727,4,1.3862943611198906,2,低活跃型
1,0,1,6,0,0,0,3,0.4242,0.77,0.2985,2,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.097566,6,1.0986122886681096,2,低活跃型
1,0,1,7,0,0,0,2,0.4091,0.76,0.194,1,2,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.098184,7,0.6931471805599453,2,低活跃型
1,0,1,8,0,0,0,3,0.4091,0.71,0.2239,8,2,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.118639,8,2.19722457733622,2,低活跃型
1,0,1,9,0,0,0,2,0.3939,0.76,0.2239,20,2,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.094536,9,3.044522437723423,2,低活跃型
1,0,1,10,0,0,0,2,0.3485,0.81,0.2239,53,3,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.0662149999999999,10,3.9889840465642745,2,低活跃型
1,0,1,11,0,0,0,2,0.3333,0.71,0.2537,70,3,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.096657,11,4.262679877041316,2,低活跃型
1,0,1,12,0,0,0,2,0.3333,0.66,0.2985,93,3,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.1133219999999999,12,4.543294782270004,2,低活跃型
1,0,1,13,0,0,0,2,0.3485,0.66,0.1343,75,3,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.1184899999999999,13,4.330733340286331,2,低活跃型
1,0,1,14,0,0,0,3,0.3485,0.76,0.194,59,3,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.0836399999999999,14,4.0943445622221,2,低活跃型
1,0,1,15,0,0,0,3,0.3333,0.81,0.1642,74,3,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.0633269999999999,15,4.31748811353631,2,低活跃型
1,0,1,16,0,0,0,3,0.3333,0.71,0.1642,76,3,-0.8660254037844384,-0.5000000000000004,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.096657,16,4.343805421853684,2,低活跃型
1,0,1,17,0,0,0,1,0.3333,0.57,0.194,65,4,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.143319,17,4.189654742026425,2,低活跃型
1,0,1,18,0,0,0,2,0.3333,0.46,0.3284,53,4,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.179982,18,3.9889840465642745,2,低活跃型
1,0,1,19,0,0,0,1,0.2879,0.42,0.4478,30,4,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.166982,19,3.4339872044851463,2,低活跃型
1,0,1,20,0,0,0,1,0.2727,0.39,0.3582,22,5,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.166347,20,3.1354942159291497,2,低活跃型
1,0,1,21,0,0,0,1,0.2273,0.44,0.3284,31,5,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.127288,21,3.4657359027997265,2,低活跃型
1,0,1,22,0,0,0,1,0.2121,0.44,0.2985,9,5,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.118776,22,2.302585092994046,2,低活跃型
1,0,1,23,0,0,0,1,0.2273,0.47,0.1642,8,5,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387,0.0,1.0,1.0,6.123233995736766e-17,0,0.120469,23,2.19722457733622,2,低活跃型
1,0,1,0,0,1,1,1,0.197,0.44,0.3582,5,1,0.0,1.0,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0,0.11032,0,1.791759469228055,2,低活跃型
1,0,1,1,0,1,1,1,0.1667,0.44,0.4179,2,1,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1,0.093352,1,1.0986122886681096,2,低活跃型
1,0,1,4,0,1,1,1,0.1364,0.47,0.3881,1,1,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,4,0.072292,4,0.6931471805599453,2,低活跃型
1,0,1,5,0,1,1,1,0.1364,0.47,0.2836,3,1,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,5,0.072292,5,1.3862943611198906,2,低活跃型
1,0,1,6,0,1,1,1,0.1061,0.5,0.3881,30,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,6,0.05305,6,3.4339872044851463,2,低活跃型
1,0,1,7,0,1,1,1,0.1364,0.5,0.194,64,2,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,7,0.0682,7,4.174387269895637,2,低活跃型
1,0,1,8,0,1,1,1,0.1212,0.5,0.2836,154,2,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,8,0.0606,8,5.043425116919247,2,低活跃型
1,0,1,9,0,1,1,1,0.1364,0.43,0.3881,88,2,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,9,0.077748,9,4.48863636973214,2,低活跃型
1,0,1,10,0,1,1,1,0.1667,0.43,0.2537,44,3,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,10,0.095019,10,3.80666248977032,2,低活跃型
1,0,1,11,0,1,1,1,0.1818,0.4,0.3284,51,3,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,11,0.10908,11,3.951243718581428,2,低活跃型
1,0,1,12,0,1,1,1,0.2121,0.35,0.2985,61,3,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,12,0.137865,12,4.127134385045092,2,低活跃型
1,0,1,13,0,1,1,1,0.2121,0.35,0.2836,61,3,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,13,0.137865,13,4.127134385045092,2,低活跃型
1,0,1,14,0,1,1,1,0.2424,0.3,0.2836,77,3,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,14,0.16968,14,4.356708826689592,2,低活跃型
1,0,1,15,0,1,1,1,0.2424,0.3,0.2537,72,3,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,15,0.16968,15,4.290459441148391,2,低活跃型
1,0,1,16,0,1,1,1,0.2424,0.3,0.2537,76,3,-0.8660254037844384,-0.5000000000000004,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,16,0.16968,16,4.343805421853684,2,低活跃型
1,0,1,17,0,1,1,1,0.2273,0.3,0.2239,157,4,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,17,0.15911,17,5.062595033026967,2,低活跃型
1,0,1,18,0,1,1,1,0.2576,0.32,0.1045,157,4,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,18,0.175168,18,5.062595033026967,2,低活跃型
1,0,1,19,0,1,1,1,0.2576,0.47,0.0,110,4,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,19,0.136528,19,4.709530201312334,2,低活跃型
1,0,1,20,0,1,1,1,0.2273,0.47,0.1045,52,5,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,20,0.120469,20,3.970291913552122,2,低活跃型
1,0,1,21,0,1,1,1,0.197,0.64,0.1343,52,5,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,21,0.07092,21,3.970291913552122,2,低活跃型
1,0,1,22,0,1,1,1,0.1515,0.69,0.1343,20,5,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,22,0.046965,22,3.044522437723423,2,低活跃型
1,0,1,23,0,1,1,1,0.2121,0.55,0.1045,12,5,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,23,0.095445,23,2.5649493574615367,2,低活跃型
1,0,1,0,0,2,1,1,0.1818,0.55,0.1045,5,1,0.0,1.0,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0,0.08181,0,1.791759469228055,2,低活跃型
1,0,1,1,0,2,1,1,0.1818,0.59,0.1045,2,1,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,1,0.074538,1,1.0986122886681096,2,低活跃型
1,0,1,2,0,2,1,1,0.1515,0.63,0.1343,1,1,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,2,0.056055,2,0.6931471805599453,2,低活跃型
1,0,1,4,0,2,1,1,0.1818,0.63,0.0896,2,1,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,4,0.0672659999999999,4,1.0986122886681096,2,低活跃型
1,0,1,5,0,2,1,1,0.1515,0.68,0.1045,4,1,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,5,0.0484799999999999,5,1.6094379124341005,2,低活跃型
1,0,1,6,0,2,1,1,0.1515,0.74,0.1045,36,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,6,0.03939,6,3.610917912644224,2,低活跃型
1,0,1,7,0,2,1,1,0.1515,0.74,0.1343,94,2,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,7,0.03939,7,4.553876891600541,2,低活跃型
1,0,1,8,0,2,1,1,0.1515,0.69,0.1642,179,2,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,8,0.046965,8,5.19295685089021,2,低活跃型
1,0,1,9,0,2,1,1,0.1515,0.64,0.2239,100,2,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,9,0.05454,9,4.61512051684126,2,低活跃型
1,0,1,10,0,2,1,2,0.1364,0.69,0.3284,42,3,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,10,0.042284,10,3.7612001156935615,2,低活跃型
1,0,1,11,0,2,1,1,0.2121,0.51,0.2985,57,3,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,11,0.103929,11,4.060443010546419,2,低活跃型
1,0,1,12,0,2,1,1,0.2273,0.51,0.1642,78,3,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,12,0.111377,12,4.3694478524670215,2,低活跃型
1,0,1,13,0,2,1,1,0.2273,0.56,0.194,97,3,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,13,0.1000119999999999,13,4.584967478670572,2,低活跃型
1,0,1,14,0,2,1,1,0.2576,0.52,0.2239,63,3,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,14,0.123648,14,4.158883083359672,2,低活跃型
1,0,1,15,0,2,1,1,0.2727,0.52,0.2537,65,3,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,15,0.1308959999999999,15,4.189654742026425,2,低活跃型
1,0,1,16,0,2,1,1,0.2879,0.49,0.2537,83,3,-0.8660254037844384,-0.5000000000000004,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,16,0.146829,16,4.430816798843313,2,低活跃型
1,0,1,17,0,2,1,1,0.2727,0.48,0.2239,212,4,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,17,0.141804,17,5.3612921657094255,2,低活跃型
1,0,1,18,0,2,1,1,0.2576,0.48,0.194,182,4,-1.0,-1.8369701987210294e-16,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,18,0.133952,18,5.209486152841421,2,低活跃型
1,0,1,19,0,2,1,1,0.2576,0.48,0.1045,112,4,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,19,0.133952,19,4.727387818712341,2,低活跃型
1,0,1,20,0,2,1,1,0.2576,0.48,0.1045,54,5,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,20,0.133952,20,4.007333185232471,2,低活跃型
1,0,1,21,0,2,1,1,0.2727,0.64,0.0,48,5,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,21,0.098172,21,3.8918202981106265,2,低活跃型
1,0,1,22,0,2,1,1,0.2576,0.64,0.0896,35,5,-0.5000000000000004,0.8660254037844384,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,22,0.092736,22,3.58351893845611,2,低活跃型
1,0,1,23,0,2,1,1,0.2273,0.69,0.0896,11,5,-0.2588190451025215,0.965925826289068,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,23,0.070463,23,2.4849066497880004,2,低活跃型
1,0,1,0,0,3,1,1,0.2576,0.64,0.0,6,1,0.0,1.0,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0,0.092736,0,1.9459101490553128,2,低活跃型
1,0,1,1,0,3,1,1,0.197,0.74,0.0896,6,1,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,1,0.05122,1,1.9459101490553128,2,低活跃型
1,0,1,2,0,3,1,1,0.197,0.74,0.0896,2,1,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,2,0.05122,2,1.0986122886681096,2,低活跃型
1,0,1,4,0,3,1,1,0.2273,0.48,0.2239,2,1,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,4,0.118196,4,1.0986122886681096,2,低活跃型
1,0,1,5,0,3,1,1,0.2273,0.47,0.1642,3,1,0.9659258262890684,0.2588190451025207,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,5,0.120469,5,1.3862943611198906,2,低活跃型
1,0,1,6,0,3,1,1,0.197,0.47,0.2239,33,1,1.0,6.123233995736766e-17,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,6,0.10441,6,3.5263605246161616,2,低活跃型
1,0,1,7,0,3,1,1,0.1818,0.43,0.194,88,2,0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,7,0.103626,7,4.48863636973214,2,低活跃型
1,0,1,8,0,3,1,1,0.1818,0.4,0.2985,195,2,0.8660254037844387,-0.4999999999999998,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,8,0.10908,8,5.278114659230518,2,低活跃型
1,0,1,9,0,3,1,1,0.197,0.37,0.3284,115,2,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,9,0.12411,9,4.7535901911063645,2,低活跃型
1,0,1,10,0,3,1,1,0.197,0.37,0.3284,57,3,0.4999999999999999,-0.8660254037844387,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,10,0.12411,10,4.060443010546419,2,低活跃型
1,0,1,11,0,3,1,1,0.2273,0.33,0.3284,46,3,0.258819045102521,-0.9659258262890682,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,11,0.1522909999999999,11,3.8501476017100575,2,低活跃型
1,0,1,12,0,3,1,1,0.2273,0.33,0.3284,79,3,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,12,0.1522909999999999,12,4.382026634673881,2,低活跃型
1,0,1,13,0,3,1,1,0.2576,0.3,0.2985,71,3,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,13,0.1803199999999999,13,4.276666119016055,2,低活跃型
1,0,1,14,0,3,1,1,0.2879,0.28,0.194,62,3,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,14,0.2072879999999999,14,4.143134726391533,2,低活跃型
1,0,1,15,0,3,1,1,0.2879,0.28,0.194,62,3,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,15,0.2072879999999999,15,4.143134726391533,2,低活跃型
